quote_id,mpan,quote_rate_p_per_kwh,generated_at,valid_until,status,notes
Q-72470,6249-8192-11209,23.33,2026-08-30,08/09/2026,Priced,
Q-72471,12 9055 9453 438,20.5,2026-08-28,2026-09-10,Priced,
Q-72472,4069153456634,20.58,2026-08-28,08/09/2026,Priced,
Q-72473,2913-9736-73501,27.11,2026-08-28,2026-09-15,Priced,
Q-72474,9884-9035-62480,25.92,2026-08-31,10/09/2026,Priced,
Q-72475,5061-1489-13678,21.75,2026-08-27,13/09/2026,Priced,
Q-72476,3507724766193,17.45,2026-09-01,14/09/2026,Priced,
Q-72477,0941-9073-71336,30.31,2026-08-30,2026-09-09,Priced,
Q-72478,1107-4391-77486,30.65,2026-08-30,11/09/2026,Priced,
Q-72479,6033-2610-62766,29.2,2026-08-29,08/09/2026,Priced,
Q-72480,5301-4375-21401,27.32,2026-08-29,07/09/2026,Priced,
Q-72481,6205-0753-99575,19.5,2026-09-01,2026-09-14,Priced,
Q-72482,4831354056032,27.74,2026-08-30,15/09/2026,Priced,
Q-72483,3174720154645,22.99,2026-08-26,2026-09-11,Priced,
Q-72484,6530955624714,20.26,2026-08-27,2026-09-06,Priced,
Q-72485,95 4761 8405 769,20.26,2026-09-01,2026-09-06,Priced,
Q-72486,5865-8113-71794,29.65,2026-08-30,15/09/2026,Priced,
Q-72487,48 0349 8722 554,28.26,2026-09-01,10/09/2026,Priced,
Q-72488,14 5602 2289 006,17.49,2026-08-27,15/09/2026,Priced,
Q-72489,59 2372 8243 650,26.4,2026-08-31,13/09/2026,Priced,
Q-72490,99 0619 2984 313,30.7,2026-08-26,2026-09-15,Priced,
Q-72491,86 9177 9788 263,27.51,2026-08-26,2026-09-10,Priced,
Q-72492,72 3418 7355 777,28.16,2026-08-26,2026-09-08,Priced,
Q-72493,6994259698848,19.66,2026-08-27,2026-09-12,Priced,
Q-72494,36 8982 6162 612,31.32,2026-09-01,2026-09-15,Priced,
Q-72495,2307272811840,30.98,2026-09-01,14/09/2026,Priced,
Q-72496,5265-8248-69117,18.44,2026-08-31,2026-09-08,Priced,
Q-72497,5766062930732,,2026-08-31,2026-09-07,Errored,Timeout fetching consumption data
Q-72498,9441-3440-76294,22.56,2026-08-27,11/09/2026,Priced,
Q-72499,10 9393 2442 968,24.65,2026-09-01,2026-09-15,Priced,
Q-72500,8598917317203,26.66,2026-09-01,2026-09-07,Priced,
Q-72501,2548924664632,27.68,2026-09-01,2026-09-07,Priced,
Q-72502,1708281750592,19.33,2026-08-27,06/09/2026,Priced,
Q-72503,2634-4749-41567,18.18,2026-08-30,2026-09-05,Priced,
Q-72504,81 5062 5637 332,23.97,2026-08-27,08/09/2026,Priced,
Q-72505,1122787141570,,2026-08-28,2026-09-08,Errored,Pricing engine returned no rate
Q-72506,5865-2623-13656,29.45,2026-08-30,15/09/2026,Priced,
Q-72507,8193-0625-77658,19.05,2026-08-27,04/09/2026,Priced,
Q-72508,4807-1188-90197,34.57,2026-08-29,2026-09-09,Priced,
Q-72509,01 1517 8959 645,34.0,2026-08-30,2026-09-05,Priced,
Q-72510,56 3502 6880 706,22.95,2026-08-28,2026-09-14,Priced,
Q-72511,3551250538603,17.75,2026-08-27,2026-09-12,Priced,
Q-72512,9906873256028,19.02,2026-08-27,2026-09-10,Priced,
Q-72513,9485559674881,18.94,2026-08-28,2026-09-12,Priced,
Q-72514,8209-3870-11260,19.01,2026-08-28,10/09/2026,Priced,
Q-72515,48 3972 6439 780,31.28,2026-08-28,2026-09-14,Priced,
Q-72516,6347856650864,20.52,2026-08-27,2026-09-07,Priced,
Q-72517,48 6185 6835 793,33.58,2026-08-30,14/09/2026,Priced,
Q-72518,7895259047581,22.28,2026-08-31,2026-09-08,Priced,
Q-72519,6114-9459-54922,,2026-08-26,15/09/2026,Errored,Pricing engine returned no rate
Q-72520,4927-8068-34126,32.26,2026-08-26,2026-09-12,Priced,
Q-72521,1507-6336-05110,26.97,2026-08-26,2026-09-12,Priced,
Q-72522,1779-2863-33306,22.34,2026-08-30,12/09/2026,Priced,
Q-72523,1950189453925,26.37,2026-08-26,13/09/2026,Priced,
Q-72524,8870-7104-24634,21.41,2026-08-26,05/09/2026,Priced,
Q-72525,2707-1302-34156,24.0,2026-08-31,05/09/2026,Priced,
Q-72526,97 2562 0203 549,29.06,2026-08-30,2026-09-04,Priced,
Q-72527,0173-4541-56737,31.83,2026-08-27,07/09/2026,Priced,
Q-72528,9507278898712,17.22,2026-08-30,2026-09-11,Priced,
Q-72529,13 5159 7012 262,20.94,2026-08-26,2026-09-09,Priced,
Q-72530,5296554240237,31.33,2026-08-27,06/09/2026,Priced,
Q-72531,9841693559459,19.32,2026-08-27,12/09/2026,Priced,
Q-72532,4558-8800-84688,25.89,2026-08-30,10/09/2026,Priced,
Q-72533,3993471765735,18.54,2026-09-01,2026-09-09,Priced,
Q-72534,84 9239 7114 482,20.46,2026-08-31,06/09/2026,Priced,
Q-72535,3122831845758,19.41,2026-09-01,08/09/2026,Priced,
Q-72536,75 6841 2189 594,18.81,2026-09-01,09/09/2026,Priced,
Q-72537,1324-5077-24946,29.78,2026-09-01,2026-09-14,Priced,
Q-72538,4487658360683,,2026-08-30,2026-09-14,Errored,Pricing engine returned no rate
Q-72539,07 9738 0069 233,20.87,2026-08-30,14/09/2026,Priced,
Q-72540,32 3065 1488 964,18.08,2026-08-26,10/09/2026,Priced,
Q-72541,5455528775146,32.09,2026-08-27,2026-09-06,Priced,
Q-72542,55 4005 9979 249,19.63,2026-08-27,13/09/2026,Priced,
Q-72543,43 8157 2835 939,23.79,2026-08-27,09/09/2026,Priced,
Q-72544,3962-6967-68261,,2026-08-28,2026-09-13,Errored,Pricing engine returned no rate
Q-72545,0116968559557,20.55,2026-08-26,2026-09-06,Priced,
Q-72546,6178-9928-19799,22.46,2026-08-30,07/09/2026,Priced,
Q-72547,8915424483923,16.34,2026-08-31,13/09/2026,Priced,
Q-72548,02 8731 7006 465,22.08,2026-08-30,2026-09-08,Priced,
Q-72549,9183-7887-90372,26.82,2026-08-26,2026-09-04,Priced,
Q-72550,2352-2191-06291,18.33,2026-08-26,12/09/2026,Priced,
Q-72551,5373-4771-85319,22.61,2026-08-28,2026-09-11,Priced,
Q-72552,3800149861076,26.77,2026-08-27,12/09/2026,Priced,
Q-72553,8583-6242-30631,25.42,2026-08-30,2026-09-10,Priced,
Q-72554,4113-5303-21994,28.29,2026-08-26,2026-09-10,Priced,
Q-72555,55 9831 8779 055,20.51,2026-08-26,2026-09-09,Priced,
Q-72556,43 5040 7377 227,32.44,2026-08-30,2026-09-08,Priced,
Q-72557,0016453351252,17.12,2026-08-26,2026-09-06,Priced,
Q-72558,6699-2113-76441,20.24,2026-08-26,2026-09-15,Priced,
Q-72559,5501930502829,19.76,2026-08-28,10/09/2026,Priced,
Q-72560,7997-9533-20438,22.31,2026-08-30,13/09/2026,Priced,
Q-72561,3290542227093,24.42,2026-08-28,12/09/2026,Priced,
Q-72562,4815895476432,19.51,2026-08-28,2026-09-14,Priced,
Q-72563,8419285347442,31.68,2026-08-29,2026-09-04,Priced,
Q-72564,2248-3875-74994,33.78,2026-08-26,2026-09-11,Priced,
Q-72565,21 6056 2956 432,34.13,2026-08-31,2026-09-13,Priced,
Q-72566,21 0028 8322 856,32.22,2026-09-01,2026-09-07,Priced,
Q-72567,2549-6355-38462,27.26,2026-08-31,2026-09-13,Priced,
Q-72568,1290276468185,17.62,2026-08-28,2026-09-10,Priced,
Q-72569,9804493810594,28.24,2026-09-01,06/09/2026,Priced,
Q-72570,8530-6125-61466,31.9,2026-08-31,2026-09-05,Priced,
Q-72571,17 0785 9139 151,18.97,2026-08-28,2026-09-05,Priced,
Q-72572,4293948393111,18.1,2026-08-31,2026-09-12,Priced,
Q-72573,55 3475 7212 059,22.83,2026-08-31,2026-09-09,Priced,
Q-72574,4654279916646,20.21,2026-08-26,11/09/2026,Priced,
Q-72575,02 9466 3262 565,21.35,2026-08-27,08/09/2026,Priced,
Q-72576,0313-8081-03755,22.42,2026-08-30,14/09/2026,Priced,
Q-72577,0955820671047,21.75,2026-08-30,2026-09-04,Priced,
Q-72578,5999-6996-17085,26.11,2026-08-31,2026-09-05,Priced,
Q-72579,3351674372243,21.15,2026-08-31,2026-09-10,Priced,
Q-72580,4319771091924,24.14,2026-08-26,2026-09-04,Priced,
Q-72581,8989304828237,21.69,2026-08-30,12/09/2026,Priced,
Q-72582,77 7380 1705 545,27.84,2026-08-27,2026-09-14,Priced,
Q-72583,34 8997 7163 855,32.05,2026-08-31,11/09/2026,Priced,
Q-72584,3877-6859-81831,28.12,2026-09-01,07/09/2026,Priced,
Q-72585,88 2235 8589 748,31.16,2026-08-27,2026-09-14,Priced,
Q-72586,09 4957 0784 459,26.26,2026-08-30,05/09/2026,Priced,
Q-72587,1534963476089,19.59,2026-08-30,2026-09-08,Priced,
Q-72588,06 1635 9760 284,23.87,2026-08-27,11/09/2026,Priced,
Q-72589,9257122131527,25.36,2026-09-01,2026-09-06,Priced,
Q-72590,91 2310 6926 053,22.14,2026-08-28,2026-09-04,Priced,
Q-72591,7712-4937-40349,36.97,2026-08-27,13/09/2026,Priced,
Q-72592,65 3711 8342 661,21.07,2026-08-27,2026-09-08,Priced,
Q-72593,5448-9815-22697,25.26,2026-08-30,2026-09-15,Priced,
Q-72594,8085010910595,17.56,2026-09-01,2026-09-12,Priced,
Q-72595,56 1739 0615 983,20.86,2026-08-28,08/09/2026,Priced,
Q-72596,0588123795532,22.27,2026-08-26,2026-09-10,Priced,
Q-72597,4081052591328,18.99,2026-09-01,10/09/2026,Priced,
Q-72598,1996427044194,21.26,2026-09-01,2026-09-11,Priced,
Q-72599,89 2619 4969 353,28.14,2026-08-29,2026-09-13,Priced,
Q-72600,4526-5978-92951,17.67,2026-09-01,10/09/2026,Priced,
Q-72601,3584984511745,25.38,2026-08-30,05/09/2026,Priced,
Q-72602,0394-6195-21845,,2026-08-29,2026-09-13,Errored,Pricing engine returned no rate
Q-72603,67 1392 3192 775,19.52,2026-09-01,11/09/2026,Priced,
Q-72604,29 7639 9206 162,24.0,2026-09-01,2026-09-14,Priced,
Q-72605,0751220882720,19.11,2026-08-26,07/09/2026,Priced,
Q-72606,1628859372923,31.63,2026-08-26,2026-09-12,Priced,
Q-72607,91 3589 5431 595,26.55,2026-08-27,2026-09-07,Priced,
Q-72608,00 9021 6639 191,32.85,2026-08-30,2026-09-15,Priced,
Q-72609,45 9412 1800 583,29.29,2026-08-30,2026-09-09,Priced,
Q-72610,2177-1363-59969,24.42,2026-08-31,2026-09-06,Priced,
Q-72611,6378218783322,22.82,2026-08-31,12/09/2026,Priced,
Q-72612,2607-3734-95583,28.53,2026-08-26,13/09/2026,Priced,
Q-72613,2314-3727-64918,30.09,2026-08-27,2026-09-13,Priced,
Q-72614,8938189579172,26.51,2026-08-29,06/09/2026,Priced,
Q-72615,8559996997666,19.09,2026-08-30,2026-09-12,Priced,
Q-72616,37 6519 8500 022,,2026-08-30,09/09/2026,Errored,Pricing engine returned no rate
Q-72617,3005-4706-69909,31.04,2026-08-27,15/09/2026,Priced,
Q-72618,45 4431 0515 044,29.08,2026-08-29,09/09/2026,Priced,
Q-72619,6526411283927,26.45,2026-08-28,2026-09-11,Priced,
Q-72620,4589576820109,,2026-08-31,06/09/2026,Errored,Pricing engine returned no rate
Q-72621,95 5534 3243 410,27.71,2026-08-31,2026-09-10,Priced,
Q-72622,01 2609 3154 734,28.38,2026-08-30,08/09/2026,Priced,
Q-72623,6676278438845,17.45,2026-08-31,2026-09-08,Priced,
Q-72624,63 8189 9202 360,26.7,2026-08-29,07/09/2026,Priced,
Q-72625,6258-9453-45986,26.76,2026-08-27,2026-09-05,Priced,
Q-72626,5208048044144,17.42,2026-08-29,04/09/2026,Priced,
Q-72627,8664116098531,21.55,2026-08-27,07/09/2026,Priced,
Q-72628,4043-7793-95356,18.95,2026-09-01,15/09/2026,Priced,
Q-72629,62 0006 0867 126,19.21,2026-09-01,05/09/2026,Priced,
Q-72630,94 1695 5828 291,25.55,2026-08-29,2026-09-05,Priced,
Q-72631,4126443063323,18.69,2026-09-01,2026-09-11,Priced,
Q-72632,9687-9585-71640,23.62,2026-08-28,14/09/2026,Priced,
Q-72633,3914702740038,32.49,2026-08-30,2026-09-05,Priced,
Q-72634,7733442544443,28.32,2026-08-30,15/09/2026,Priced,
Q-72635,5462877301505,26.74,2026-08-29,2026-09-15,Priced,
Q-72636,9045183473277,17.15,2026-08-29,15/09/2026,Priced,
Q-72637,7527473974568,17.81,2026-08-27,2026-09-10,Priced,
Q-72638,5552494819048,20.54,2026-08-27,2026-09-13,Priced,
Q-72639,7083254552751,21.38,2026-08-29,15/09/2026,Priced,
Q-72640,96 2076 6840 748,17.24,2026-08-26,2026-09-05,Priced,
Q-72641,78 2579 8987 448,24.44,2026-08-26,13/09/2026,Priced,
Q-72642,2318-4076-06448,20.48,2026-08-29,2026-09-04,Priced,
Q-72643,8652579480949,30.16,2026-08-31,04/09/2026,Priced,
Q-72644,1687-5484-35893,33.39,2026-08-29,13/09/2026,Priced,
Q-72645,2970930551431,23.38,2026-08-29,06/09/2026,Priced,
Q-72646,5192-6035-21502,28.01,2026-08-28,11/09/2026,Priced,
Q-72647,1136-0345-66002,28.91,2026-08-31,2026-09-06,Priced,
Q-72648,9430963655533,28.4,2026-08-26,2026-09-09,Priced,
Q-72649,90 9184 5374 640,,2026-08-31,15/09/2026,Errored,Timeout fetching consumption data
Q-72650,1793249914686,18.34,2026-09-01,2026-09-06,Priced,
Q-72651,1849-0398-10415,17.59,2026-08-26,2026-09-10,Priced,
Q-72652,4622468413215,21.65,2026-08-29,12/09/2026,Priced,
Q-72653,71 2522 8485 849,29.83,2026-08-26,2026-09-09,Priced,
Q-72654,4294224370085,19.29,2026-08-29,05/09/2026,Priced,
Q-72655,82 1407 3286 089,24.76,2026-08-31,2026-09-10,Priced,
Q-72656,3479-3197-92525,24.34,2026-09-01,2026-09-07,Priced,
Q-72657,54 3793 1072 431,23.54,2026-08-28,10/09/2026,Priced,
Q-72658,6842-3199-15435,,2026-08-31,04/09/2026,Errored,Timeout fetching consumption data
Q-72659,17 6466 4332 026,19.45,2026-08-30,2026-09-11,Priced,
Q-72660,9706-2214-48763,21.23,2026-08-31,10/09/2026,Priced,
Q-72661,52 0950 1893 943,22.37,2026-08-27,2026-09-11,Priced,
Q-72662,4565093720436,22.45,2026-08-30,2026-09-11,Priced,
Q-72663,8482755361701,21.33,2026-08-31,11/09/2026,Priced,
Q-72664,28 8664 2559 738,28.29,2026-08-28,2026-09-09,Priced,
Q-72665,3621-5332-88283,22.34,2026-08-26,12/09/2026,Priced,
Q-72666,9805306015528,26.94,2026-08-27,2026-09-09,Priced,
Q-72667,95 2748 6673 548,21.72,2026-09-01,2026-09-11,Priced,
Q-72668,1413-4536-07504,23.42,2026-08-29,11/09/2026,Priced,
Q-72669,0263-0499-60324,21.45,2026-08-31,06/09/2026,Priced,
Q-72670,49 8166 6993 915,24.53,2026-08-28,10/09/2026,Priced,
Q-72671,6372240404212,17.27,2026-08-30,10/09/2026,Priced,
Q-72672,8475233195545,19.83,2026-08-31,2026-09-15,Priced,
Q-72673,2444-0676-39081,26.36,2026-08-27,06/09/2026,Priced,
Q-72674,7402211288509,25.43,2026-08-26,2026-09-12,Priced,
Q-72675,7877280440579,31.6,2026-08-27,2026-09-13,Priced,
Q-72676,9369720832883,22.68,2026-08-26,2026-09-08,Priced,
Q-72677,7309680700889,28.35,2026-08-30,2026-09-08,Priced,
Q-72678,3701780528240,21.04,2026-08-30,07/09/2026,Priced,
Q-72679,08 4834 2310 540,28.99,2026-08-30,2026-09-04,Priced,
Q-72680,9723767668028,26.0,2026-08-27,2026-09-15,Priced,
Q-72681,1918651147961,28.21,2026-08-30,2026-09-07,Priced,
Q-72682,9636-5661-64880,25.38,2026-08-29,2026-09-11,Priced,
Q-72683,32 2969 8876 425,,2026-08-26,12/09/2026,Errored,Timeout fetching consumption data
Q-72684,7959-7362-85252,27.18,2026-08-26,2026-09-13,Priced,
Q-72685,5766-5526-67503,31.22,2026-08-30,14/09/2026,Priced,
Q-72686,6421-7314-20073,20.5,2026-08-27,14/09/2026,Priced,
Q-72687,2963791045522,26.97,2026-08-27,12/09/2026,Priced,
Q-72688,3760514625189,20.28,2026-08-30,2026-09-12,Priced,
Q-72689,04 9072 8263 340,23.03,2026-08-27,2026-09-08,Priced,
Q-72690,10 6413 4100 868,24.67,2026-08-30,2026-09-06,Priced,
Q-72691,96 9335 1101 081,29.94,2026-08-30,2026-09-05,Priced,
Q-72692,85 5377 1015 523,29.63,2026-09-01,14/09/2026,Priced,
Q-72693,4841-3656-44178,18.53,2026-08-30,2026-09-12,Priced,
Q-72694,3295-6992-21697,28.74,2026-08-30,05/09/2026,Priced,
Q-72695,5313-8643-58718,28.36,2026-08-27,12/09/2026,Priced,
Q-72696,1145-0563-22914,25.73,2026-08-26,2026-09-08,Priced,
Q-72697,69 4922 6915 272,24.43,2026-08-29,15/09/2026,Priced,
Q-72698,91 2831 1492 166,22.56,2026-08-28,10/09/2026,Priced,
Q-72699,0319-0803-86058,16.59,2026-08-27,2026-09-14,Priced,
Q-72700,3473341328158,27.19,2026-08-31,2026-09-11,Priced,
Q-72701,0003775262405,20.78,2026-08-27,11/09/2026,Priced,
Q-72702,4302865973321,24.41,2026-08-27,2026-09-14,Priced,
Q-72703,87 8919 1165 501,20.45,2026-08-30,2026-09-15,Priced,
Q-72704,6030714395318,25.57,2026-09-01,07/09/2026,Priced,
Q-72705,6055806586943,22.0,2026-08-29,2026-09-07,Priced,
Q-72706,9104505906560,26.84,2026-08-27,2026-09-04,Priced,
Q-72707,7842-3001-83889,28.54,2026-09-01,13/09/2026,Priced,
Q-72708,08 8145 3983 921,28.33,2026-09-01,2026-09-09,Priced,
Q-72709,0521145298410,17.71,2026-09-01,13/09/2026,Priced,
Q-72710,4052456452806,19.1,2026-08-28,2026-09-14,Priced,
Q-72711,8438817862584,24.04,2026-08-26,11/09/2026,Priced,
Q-72712,7235847689012,19.24,2026-08-30,2026-09-13,Priced,
Q-72713,2497-6744-55780,21.16,2026-08-27,2026-09-13,Priced,
Q-72714,8311-4388-23595,21.99,2026-08-28,2026-09-04,Priced,
Q-72715,62 6421 9770 671,18.29,2026-09-01,05/09/2026,Priced,
Q-72716,4376-2347-84627,18.95,2026-08-27,2026-09-12,Priced,
Q-72717,3852904540261,28.78,2026-08-30,2026-09-10,Priced,
Q-72718,4540197362758,24.93,2026-08-30,09/09/2026,Priced,
Q-72719,74 8261 2618 685,20.42,2026-09-01,2026-09-08,Priced,
Q-72720,0100-6772-42035,24.28,2026-08-26,2026-09-05,Priced,
Q-72721,3410313426927,17.29,2026-08-27,07/09/2026,Priced,
Q-72722,26 2483 9628 604,23.37,2026-08-27,04/09/2026,Priced,
Q-72723,8305-7507-67930,16.84,2026-09-01,11/09/2026,Priced,
Q-72724,5824-4816-24645,25.51,2026-08-29,07/09/2026,Priced,
Q-72725,7426-6092-74942,27.29,2026-08-31,2026-09-14,Priced,
Q-72726,85 8555 5592 134,21.56,2026-08-28,14/09/2026,Priced,
Q-72727,5311217669486,25.31,2026-08-31,2026-09-08,Priced,
Q-72728,8012714511457,19.35,2026-09-01,2026-09-11,Priced,
Q-72729,7561005781853,19.0,2026-09-01,2026-09-14,Priced,
Q-72730,8236454095293,17.88,2026-08-28,12/09/2026,Priced,
Q-72731,9712-0047-10554,26.77,2026-08-31,2026-09-05,Priced,
Q-72732,2265-7354-68668,20.51,2026-09-01,14/09/2026,Priced,
Q-72733,0284-5521-97882,16.45,2026-08-26,2026-09-13,Priced,
Q-72734,2764-6968-33052,28.76,2026-08-31,04/09/2026,Priced,
Q-72735,4707515873794,17.88,2026-08-30,06/09/2026,Priced,
Q-72736,7317476985272,16.88,2026-08-29,12/09/2026,Priced,
Q-72737,8423662443822,17.38,2026-08-31,2026-09-11,Priced,
Q-72738,7237-1349-98558,,2026-08-28,2026-09-07,Errored,Timeout fetching consumption data
Q-72739,59 0380 4432 040,22.32,2026-08-27,04/09/2026,Priced,
Q-72740,1585910160567,28.08,2026-08-28,2026-09-04,Priced,
Q-72741,91 7745 4198 679,16.31,2026-09-01,2026-09-04,Priced,
Q-72742,29 4841 3991 629,24.41,2026-08-26,2026-09-13,Priced,
Q-72743,4615586624572,22.97,2026-08-27,2026-09-12,Priced,
Q-72744,5867347664624,24.46,2026-09-01,06/09/2026,Priced,
Q-72745,92 9720 5894 865,25.83,2026-08-30,2026-09-07,Priced,
Q-72746,3692536436733,23.43,2026-08-26,2026-09-13,Priced,
Q-72747,3770291229520,32.61,2026-08-26,06/09/2026,Priced,
Q-72748,40 6479 4510 353,30.73,2026-09-01,2026-09-10,Priced,
Q-72749,75 4406 0200 940,26.32,2026-08-31,2026-09-04,Priced,
Q-72750,09 9309 2467 067,29.81,2026-08-27,2026-09-07,Priced,
Q-72751,8262355990023,26.55,2026-08-27,08/09/2026,Priced,
Q-72752,12 5646 7454 972,25.94,2026-08-30,15/09/2026,Priced,
Q-72753,1058-2264-22067,29.5,2026-08-30,13/09/2026,Priced,
Q-72754,4103-7292-75887,22.29,2026-08-30,12/09/2026,Priced,
Q-72755,7061550275890,24.05,2026-08-28,2026-09-04,Priced,
Q-72756,8275-9361-48898,31.76,2026-08-29,2026-09-13,Priced,
Q-72757,4645526404694,24.34,2026-08-26,2026-09-11,Priced,
Q-72758,6864392316280,35.09,2026-08-29,2026-09-10,Priced,
Q-72759,85 8886 9724 752,,2026-09-01,13/09/2026,Errored,Pricing engine returned no rate
Q-72760,4306107988623,24.76,2026-08-29,05/09/2026,Priced,
Q-72761,06 1397 4970 220,30.93,2026-08-27,08/09/2026,Priced,
Q-72762,60 1439 1986 397,22.08,2026-09-01,05/09/2026,Priced,
Q-72763,7003310045560,34.41,2026-08-31,2026-09-09,Priced,
Q-72764,3521209917868,31.94,2026-09-01,15/09/2026,Priced,
Q-72765,9817-1255-62206,30.21,2026-08-26,09/09/2026,Priced,
Q-72766,3414278388758,25.21,2026-08-29,14/09/2026,Priced,
Q-72767,5108395757187,29.19,2026-08-31,2026-09-07,Priced,
Q-72768,1512051430979,25.73,2026-08-28,06/09/2026,Priced,
Q-72769,3945609428947,17.31,2026-08-31,12/09/2026,Priced,
Q-72770,8121-1172-29717,17.16,2026-08-30,2026-09-07,Priced,
Q-72771,8408479112171,24.39,2026-08-31,08/09/2026,Priced,
Q-72772,97 1536 4554 076,24.04,2026-08-28,2026-09-06,Priced,
Q-72773,22 5617 2080 237,24.15,2026-09-01,15/09/2026,Priced,
Q-72774,4656-2241-61777,17.71,2026-08-31,2026-09-11,Priced,
Q-72775,0148931868686,23.19,2026-08-28,09/09/2026,Priced,
Q-72776,8683-9769-71162,20.11,2026-08-27,2026-09-14,Priced,
Q-72777,6157273065633,21.65,2026-08-31,10/09/2026,Priced,
Q-72778,8312-0867-97240,31.97,2026-08-26,12/09/2026,Priced,
Q-72779,8510877348118,,2026-08-30,10/09/2026,Errored,Pricing engine returned no rate
Q-72780,7804381683575,24.36,2026-08-30,10/09/2026,Priced,
Q-72781,3892-9253-60006,21.36,2026-08-30,12/09/2026,Priced,
Q-72782,35 0180 6622 076,18.55,2026-08-29,2026-09-04,Priced,
Q-72783,69 8295 0955 837,16.64,2026-08-27,2026-09-05,Priced,
Q-72784,01 7968 0081 433,25.96,2026-08-28,06/09/2026,Priced,
Q-72785,17 0309 8228 368,26.62,2026-08-29,2026-09-13,Priced,
Q-72786,5559907915150,25.97,2026-08-26,06/09/2026,Priced,
Q-72787,3664601082343,19.51,2026-08-26,2026-09-09,Priced,
Q-72788,81 0075 4716 513,26.38,2026-08-31,2026-09-08,Priced,
Q-72789,6291-8205-26570,20.8,2026-08-28,14/09/2026,Priced,
Q-72790,30 7621 1979 792,27.29,2026-08-30,2026-09-09,Priced,
Q-72791,7102-8964-15143,28.34,2026-08-29,2026-09-06,Priced,
Q-72792,1523-3688-44523,20.03,2026-08-30,2026-09-14,Priced,
Q-72793,4980578178055,21.59,2026-08-28,04/09/2026,Priced,
Q-72794,8325059475750,27.17,2026-08-27,2026-09-05,Priced,
Q-72795,3785785526666,17.44,2026-08-27,09/09/2026,Priced,
Q-72796,18 4345 6946 867,25.04,2026-08-29,04/09/2026,Priced,
Q-72797,88 9716 1505 203,21.39,2026-08-27,2026-09-12,Priced,
Q-72798,9377-2594-22550,27.27,2026-08-31,11/09/2026,Priced,
Q-72799,10 5154 1492 659,,2026-08-29,11/09/2026,Errored,Timeout fetching consumption data
Q-72800,4882353200223,32.88,2026-08-28,2026-09-04,Priced,
Q-72801,7747839864867,23.27,2026-08-28,07/09/2026,Priced,
Q-72802,1512-7126-56070,23.58,2026-08-26,2026-09-15,Priced,
Q-72803,61 5074 7063 035,28.28,2026-09-01,13/09/2026,Priced,
Q-72804,6535-6781-61497,26.01,2026-08-31,14/09/2026,Priced,
Q-72805,7989-4274-55930,21.82,2026-08-29,11/09/2026,Priced,
Q-72806,34 5870 2005 093,19.91,2026-09-01,2026-09-14,Priced,
Q-72807,5773-1063-21478,,2026-08-28,2026-09-06,Errored,Timeout fetching consumption data
Q-72808,9163-9041-65949,16.43,2026-08-26,2026-09-13,Priced,
Q-72809,0226-3764-10264,18.75,2026-08-29,11/09/2026,Priced,
Q-72810,4128187650679,26.82,2026-09-01,14/09/2026,Priced,
Q-72811,00 7638 3761 879,18.22,2026-08-31,2026-09-07,Priced,
Q-72812,18 1971 1997 683,25.34,2026-08-27,2026-09-09,Priced,
Q-72813,62 1838 3938 949,20.28,2026-09-01,2026-09-14,Priced,
Q-72814,8705163954419,26.32,2026-08-28,07/09/2026,Priced,
Q-72815,6021447297521,21.32,2026-08-29,2026-09-05,Priced,
Q-72816,3807-9054-91391,24.04,2026-08-30,2026-09-06,Priced,
Q-72817,2697-3437-98029,23.08,2026-09-01,2026-09-13,Priced,
Q-72818,0812-3029-73675,29.1,2026-08-27,15/09/2026,Priced,
Q-72819,6252-1651-76226,18.53,2026-08-28,2026-09-14,Priced,
Q-72820,0430-8779-11530,26.68,2026-08-29,04/09/2026,Priced,
Q-72821,97 7384 9192 327,17.46,2026-08-27,2026-09-05,Priced,
Q-72822,9014-0326-57670,16.92,2026-08-28,04/09/2026,Priced,
Q-72823,9325-8457-65776,25.42,2026-08-27,2026-09-07,Priced,
Q-72824,09 3820 4553 812,22.16,2026-08-27,2026-09-13,Priced,
Q-72825,22 3683 0565 190,19.95,2026-08-31,14/09/2026,Priced,
Q-72826,08 2792 4313 891,,2026-08-28,2026-09-07,Errored,Timeout fetching consumption data
Q-72827,8465463324902,23.51,2026-08-31,2026-09-04,Priced,
Q-72828,3433-4682-44761,22.62,2026-08-29,2026-09-07,Priced,
Q-72829,58 9139 7695 220,21.25,2026-08-28,2026-09-13,Priced,
Q-72830,41 0084 0959 186,25.82,2026-08-30,2026-09-07,Priced,
Q-72831,1338132027315,23.74,2026-08-28,2026-09-08,Priced,
Q-72832,79 4167 6431 097,18.76,2026-08-30,2026-09-11,Priced,
Q-72833,3977178020206,18.25,2026-08-30,12/09/2026,Priced,
Q-72834,90 5893 4557 475,22.01,2026-08-28,14/09/2026,Priced,
Q-72835,8900423831824,26.48,2026-08-28,2026-09-13,Priced,
Q-72836,0278605638891,30.26,2026-08-31,2026-09-15,Priced,
Q-72837,5333414703753,33.12,2026-08-29,09/09/2026,Priced,
Q-72838,5996863063859,29.2,2026-08-31,2026-09-13,Priced,
Q-72839,5395399520673,26.41,2026-08-30,2026-09-15,Priced,
Q-72840,8513-4702-09899,19.95,2026-08-31,06/09/2026,Priced,
Q-72841,58 3363 5928 225,18.93,2026-09-01,06/09/2026,Priced,
