entry_id,created,owner,customer,type,note,next_action,next_action_date
CRM-148815,2024-03-21,Rhys Doyle,Quenington Bakehouse Limited,Email,Escalation raised - threatened to leave,,2024-03-31
CRM-126130,15/11/2024,James Jennings,Quayside Ice Cream Limited,Meeting,Updated contact details,Follow up,
CRM-101460,13/10/2025,Rhys Doyle,CUS-10070,Email,Site added to account,Escalate to AM,
CRM-107533,2025-08-04,Aisha Sharpe,TEM-29375-D,Meeting,Intro call booked,,
CRM-111385,2024-11-30,Gareth Hansen,CUS-10519,Call,Left voicemail,Follow up,
CRM-126607,13/09/2024,Iona Mercer,Violetta Studios (UK) Ltd,Call,Left voicemail,,
CRM-126781,2024-12-31,Kirsty Pryce,Larkspur Catering Co,Task,Left voicemail,,
CRM-131316,29/01/2026,Amber Doyle,TEM-73680-F,Meeting,Broker says customer gone quiet,,2026-02-05
CRM-147041,05/11/2024,James Jennings,,Email,Intro call booked,,
CRM-151136,21/06/2025,Aisha Sharpe,CUS-12234,Email,Waiting on LOA,Follow up,
CRM-147716,2024-12-20,Anita Mercer,Verity Kennels Holdings,Task,Sent brochure,,
CRM-126268,25/06/2025,Kirsty Osei,,Note,Chased signature,,2025-07-17
CRM-102848,2025-02-05,Grace Nairn,CUS-10133,Email,Waiting on LOA,,2025-02-12
CRM-152241,05/11/2024,Gareth Hansen,TEM-71790-E,Note,Left voicemail,,
CRM-154612,11/11/2025,Jack Sharpe,CUS-12380,Call,"No answer, try next week",,
CRM-144852,29/07/2024,Rhys Doyle,CUS-11984,Email,Chased signature,,
CRM-127342,08/06/2025,Iona Mercer,QUAYSIDE VETERINARY,Call,Left voicemail,,15/06/2025
CRM-137753,02/11/2024,Jack Sharpe,CALDWELL NURSERIES CO,Meeting,Chased signature,,
CRM-121594,2026-02-16,Amber Doyle,CUS-10885,Call,Renewal call went well - decision maker engaged,,
CRM-107234,2024-06-24,Aisha Sharpe,,Email,,,16/07/2024
CRM-102166,2025-11-08,,CUS-10101,Meeting,Left voicemail,,2025-11-26
CRM-149312,2025-05-09,Kirsty Osei,,Email,"No answer, try next week",,
CRM-153872,2026-01-31,James Jennings,,Note,Broker says customer gone quiet,Book meeting,2026-02-19
CRM-110478,2025-05-23,James Jennings,TEM-40584-D,Task,,Book meeting,
CRM-128284,23/06/2024,Jack Sharpe,TEM-97355-B,Email,Waiting on LOA,Book meeting,08/07/2024
CRM-113396,2025-02-12,,CUS-10583,Meeting,Intro call booked,,
CRM-137420,2025-09-14,,TEM-52575-B,Task,"No answer, try next week",,
CRM-113394,16/08/2026,,,Task,Waiting on LOA,Book meeting,2026-08-18
CRM-105932,27/02/2026,Kirsty Osei,Cedar Coachworks Ltd,Task,Left voicemail,,2026-03-01
CRM-155826,2026-02-12,Anita Mercer,Saltmarsh Aquatics Co Ltd,Note,Intro call booked,,
CRM-143782,14/02/2026,Nia Wren,CUS-11923,Email,,,
CRM-151267,01/06/2025,Callum Rowntree,CUS-12242,Call,Renewal call went well - decision maker engaged,,25/06/2025
CRM-104129,2024-04-28,James Jennings,TEM-27218-C,Task,"No answer, try next week",,11/05/2024
CRM-140306,05/10/2024,James Jennings,CUS-11792,Email,Broker moved book elsewhere,Follow up,
CRM-138971,27/06/2025,Aisha Sharpe,FERNHILL COLD STORAGE GROUP,Note,Waiting on LOA,,
CRM-153382,27/01/2026,,CUS-12318,Meeting,Escalation raised - threatened to leave,,
CRM-138137,2024-09-11,Amber Doyle,TEM-67551-G,Email,Site added to account,,
CRM-137462,10/09/2024,Kirsty Osei,,Call,Intro call booked,,20/09/2024
CRM-122592,2026-08-30,Grace Nairn,,Note,,,2026-09-15
CRM-149922,07/05/2025,Gareth Hansen,TEM-85247-C,Call,Intro call booked,Follow up,
CRM-116832,2026-01-07,,CUS-10706,Task,Site added to account,Book meeting,
CRM-120907,2026-08-07,James Brooke,CUS-10862,Call,Updated contact details,,
CRM-120155,27/03/2025,Jack Sharpe,TEM-23142-B,Task,,,14/04/2025
CRM-145019,03/04/2026,James Jennings,CUS-11993,Email,Waiting on LOA,Escalate to AM,
CRM-156383,05/01/2025,Jack Sharpe,TEM-27740-E,Note,Intro call booked,,2025-01-31
CRM-112222,2025-01-14,Rhys Doyle,Hatherley Breweries (UK) Ltd,Email,Chased signature,Send quote,
CRM-147626,11/11/2024,Callum Rowntree,TEM-72256-F,Meeting,Left voicemail,,2024-11-24
CRM-107041,13/09/2024,Amber Doyle,Thackery Optics Ltd,Email,,,2024-09-29
CRM-129263,21/08/2024,Aisha Sharpe,Riverbank Fabrications Holdings,Email,,,
CRM-133645,2026-05-14,James Brooke,KINGSMEAD VETERINARY GROUP LTD,Task,Sent brochure,,
CRM-110929,13/09/2025,Jack Sharpe,CUS-10497,Meeting,"No answer, try next week",,
CRM-128533,2025-02-14,Aisha Sharpe,TEM-47939-G,Call,Customer moved to incumbent,,
CRM-128823,15/01/2025,Aisha Sharpe,CUS-11249,Call,"No answer, try next week",Follow up,
CRM-140385,2026-06-01,Kirsty Pryce,CUS-11798,Task,Reviewing a competitor quote from incumbent,Follow up,
CRM-133963,07/10/2024,Aisha Sharpe,,Call,Confirmed budget approved for next term,Book meeting,
CRM-146164,2026-02-26,Callum Rowntree,CUS-12029,Call,Sent brochure,,
CRM-108262,2024-09-04,James Jennings,,Task,"No answer, try next week",Book meeting,
CRM-117961,2026-01-17,Anita Mercer,,Email,,,
CRM-111102,2026-05-17,Grace Nairn,CUS-10510,Task,Waiting on LOA,Follow up,2026-05-31
CRM-133718,2025-12-02,Anita Mercer,TEM-32378-D,Call,Lost on price at renewal,,
CRM-118317,2025-10-08,Callum Rowntree,,Email,Confirmed budget approved for next term,,
CRM-119226,27/04/2024,,,Note,Updated contact details,Send quote,
CRM-139218,2024-05-30,Amber Doyle,CUS-11729,Email,"Price sensitive, wants >10% saving to stay",,26/06/2024
CRM-148006,2024-08-09,Aisha Sharpe,TEM-23931-D,Task,Left voicemail,,
CRM-114427,22/08/2024,Iona Mercer,Tanfield Coachworks (UK) Ltd,Email,Sent brochure,,
CRM-128359,2024-11-01,Kirsty Pryce,Lowther Upholstery Limited Ltd,Task,Waiting on LOA,,
CRM-124834,03/10/2025,,CUS-11061,Call,,Follow up,
CRM-137985,30/08/2025,Iona Mercer,CUS-11671,Note,Chased signature,,
CRM-138737,2024-08-02,Jack Sharpe,CUS-11698,Note,,,
CRM-148407,2024-11-14,James Jennings,TEM-10086-A,Call,,,
CRM-121642,2024-12-30,Amber Doyle,Farrier Optics Holdings,Call,Site added to account,,
CRM-113452,2024-03-31,Kirsty Osei,CUS-10589,Email,Sent brochure,,
CRM-114552,13/12/2024,James Jennings,Ellerton Farm Foods Holdings Ltd,Note,Intro call booked,,
CRM-132945,16/12/2024,Kirsty Pryce,CUS-11446,Task,"No answer, try next week",,
CRM-108063,18/02/2025,,,Email,,,
CRM-117923,11/02/2025,,TEM-83972-F,Email,Wants multi-site quote for renewal,Book meeting,
CRM-132659,2025-03-06,Aisha Sharpe,TEM-19545-A,Call,Renewal call went well - decision maker engaged,Send quote,
CRM-119449,16/05/2025,Anita Mercer,Zephyr Distillery & Sons,Email,,,
CRM-104726,2025-08-28,Kirsty Osei,CUS-10203,Email,Waiting on LOA,,
CRM-147321,2024-11-03,Amber Doyle,Umberside Garden Co,Note,Chased signature,,
CRM-104566,18/03/2025,Rhys Doyle,TEM-37270-C,Call,Reviewing a competitor quote from incumbent,,
CRM-152658,12/04/2025,Amber Doyle,TEM-75166-E,Task,Updated contact details,Follow up,
CRM-118104,10/03/2025,James Jennings,TEM-77498-B,Call,Site added to account,Follow up,
CRM-112779,2026-05-08,Jack Sharpe,TEM-71634-A,Call,Chased signature,,
CRM-140302,15/11/2025,Callum Rowntree,Applegarth Motors Limited,Meeting,Left voicemail,,
CRM-113727,11/01/2026,Jack Sharpe,,Task,Very happy with RED savings this year,Follow up,15/01/2026
CRM-114984,2025-08-25,,,Note,Escalation raised - threatened to leave,,15/09/2025
CRM-104448,28/01/2025,James Jennings,CUS-10191,Email,"No answer, try next week",,
CRM-101076,2025-02-08,Gareth Hansen,TEM-51849-B,Call,Site added to account,,12/02/2025
CRM-111194,14/09/2024,,CUS-10513,Email,Sent brochure,,06/10/2024
CRM-146709,22/04/2024,Rhys Doyle,CUS-12057,Email,Waiting on LOA,,
CRM-119813,2025-07-19,Nia Wren,Quayside Salvage Holdings,Meeting,Chased signature,Escalate to AM,
CRM-126459,01/05/2024,Callum Rowntree,CUS-11122,Note,Intro call booked,,
CRM-139613,13/04/2025,James Jennings,CUS-11753,Meeting,"Keen to renew, asked us to send terms",,
CRM-131085,12/08/2024,Grace Nairn,Vantage Milling Partners,Call,"No answer, try next week",,
CRM-124462,2025-08-25,Kirsty Osei,Caldwell Precision Ltd,Email,,,
CRM-120628,18/08/2026,Iona Mercer,TEM-54962-G,Email,Asked when renewal pricing lands,,
CRM-133762,2026-06-21,Iona Mercer,,Email,Left voicemail,,
CRM-134253,17/03/2026,Callum Rowntree,CUS-11510,Email,,,2026-03-20
CRM-100620,2024-08-13,James Brooke,Ingleby Cold Storage Holdings,Call,,Send quote,
CRM-135914,2024-12-27,James Brooke,CUS-11583,Email,,,
CRM-150885,2026-04-09,Iona Mercer,CUS-12229,Email,Site added to account,,
CRM-142576,2024-10-02,Grace Nairn,CUS-11881,Meeting,Very happy with RED savings this year,Follow up,
CRM-125423,16/06/2025,James Brooke,TEM-82271-B,Note,,,
CRM-144889,04/10/2025,James Brooke,CUS-11988,Email,"No answer, try next week",,
CRM-119665,14/06/2024,James Jennings,Umberside Offices Ltd,Task,Left voicemail,Book meeting,17/06/2024
CRM-101356,2025-06-17,Nia Wren,TEM-10494-F,Meeting,Site added to account,,
CRM-149428,22/09/2025,Rhys Doyle,CUS-12155,Note,Left voicemail,,2025-09-26
CRM-108151,27/06/2026,Amber Doyle,Halewood Plastics Co,Email,"No answer, try next week",Follow up,
CRM-108200,27/05/2024,Callum Rowntree,CUS-10383,Task,Intro call booked,,
CRM-124947,16/06/2024,Aisha Sharpe,TEM-13716-D,Email,Site added to account,Send quote,2024-07-03
CRM-117158,08/09/2025,Iona Mercer,CUS-10716,Note,,Send quote,
CRM-133470,12/12/2025,James Brooke,Verity Farm Foods Partners,Call,Left voicemail,Follow up,
CRM-104063,10/06/2026,Jack Sharpe,RAVENSCAR TEXTILES GROUP,Note,Sent brochure,,
CRM-138678,2026-06-04,Grace Nairn,CUS-11696,Email,,,
CRM-144218,04/02/2025,Nia Wren,,Email,,Escalate to AM,
CRM-136728,28/07/2024,,,Email,,Follow up,
CRM-110851,2025-04-29,Kirsty Osei,TEM-67251-B,Meeting,"No answer, try next week",Send quote,2025-05-10
CRM-141547,07/03/2025,Kirsty Pryce,,Email,Broker moved book elsewhere,Follow up,
CRM-103078,2024-12-27,James Brooke,,Call,Left voicemail,,
CRM-116263,05/04/2024,James Jennings,Millpond Breweries Group,Email,Updated contact details,,
CRM-142435,03/04/2025,Jack Sharpe,Ottershaw Care & Sons,Email,Chased signature,,05/04/2025
CRM-114286,2025-05-10,Anita Mercer,CUS-10615,Email,Waiting on LOA,Follow up,
CRM-118374,26/12/2025,Callum Rowntree,Umberside Recycling Ltd,Email,,,
CRM-136229,07/07/2026,James Jennings,,Email,Sent brochure,,
CRM-124934,2025-05-30,Kirsty Osei,CUS-11067,Call,Did not respond to renewal outreach,,
CRM-145849,18/04/2024,Rhys Doyle,,Email,,Book meeting,
CRM-116414,21/09/2025,,TEM-46283-A,Email,Chased signature,Escalate to AM,2025-10-15
CRM-145144,10/12/2025,Jack Sharpe,CUS-11993,Call,Updated contact details,,
CRM-105660,21/07/2024,,Millpond Chandlery Ltd,Email,Sent brochure,Follow up,
CRM-109313,04/05/2025,Jack Sharpe,CUS-10413,Call,Left voicemail,,24/05/2025
CRM-152497,09/03/2026,Callum Rowntree,,Call,"No answer, try next week",,
CRM-121123,14/07/2026,James Jennings,CUS-10871,Email,Waiting on LOA,,
CRM-128334,2026-05-01,,Thackery Kennels (UK) Limited,Call,Chased signature,,2026-05-16
CRM-141948,08/05/2024,Amber Doyle,TEM-11400-A,Email,,Escalate to AM,
CRM-124225,19/04/2025,Anita Mercer,Zephyr Engineering Ltd,Email,Chased signature,Follow up,
CRM-115583,2025-01-07,Rhys Doyle,TEM-29711-A,Call,,Follow up,2025-01-16
CRM-107931,2025-02-03,James Brooke,CUS-10369,Call,Waiting on LOA,,
CRM-151559,2025-08-01,James Brooke,CUS-12264,Meeting,Renewal call went well - decision maker engaged,,
CRM-124633,2024-08-24,Jack Sharpe,Farrier Chandlery Group,Call,Updated contact details,,05/09/2024
CRM-140236,07/01/2025,Gareth Hansen,TEM-62829-G,Meeting,Waiting on LOA,,
CRM-144549,08/05/2025,Aisha Sharpe,TEM-56077-C,Note,Sent brochure,,2025-06-02
CRM-144672,2024-04-26,Anita Mercer,,Note,Site added to account,,
CRM-149606,03/09/2024,Jack Sharpe,Garwood Upholstery & Sons,Task,Wants multi-site quote for renewal,Send quote,2024-09-09
CRM-146211,27/02/2026,Callum Rowntree,,Note,,,
CRM-145471,2026-03-15,,Selworthy Distillery (UK) Ltd,Call,,Book meeting,2026-04-05
CRM-151729,05/06/2025,Gareth Hansen,TEM-25847-A,Meeting,Escalation raised - threatened to leave,Book meeting,
CRM-106729,2024-12-06,Amber Doyle,TEM-85214-F,Call,Did not respond to renewal outreach,,
CRM-124183,2025-03-11,Aisha Sharpe,CUS-11027,Email,,,2025-03-15
CRM-130535,31/03/2026,Nia Wren,Wrenfield Engineering Ltd,Email,Site added to account,Escalate to AM,
CRM-140185,16/11/2025,,,Note,,,22/11/2025
CRM-128317,2025-03-11,Callum Rowntree,Quarrington Retail Limited,Call,,Follow up,
CRM-143018,20/03/2026,Rhys Doyle,,Call,Chased signature,,
CRM-131928,2025-02-17,James Brooke,Ivybridge Offices Group,Task,Left voicemail,,
CRM-133675,2025-07-27,James Brooke,,Note,Asked when renewal pricing lands,Book meeting,
CRM-128753,2025-04-30,Nia Wren,Rosedale Precision Co,Note,"No answer, try next week",,
CRM-148568,2025-07-22,Kirsty Pryce,CUS-12107,Call,"Keen to renew, asked us to send terms",Escalate to AM,
CRM-114012,2025-05-26,Nia Wren,CUS-10602,Meeting,,,
CRM-125587,14/02/2025,Gareth Hansen,TEM-73602-F,Email,Broker says customer gone quiet,,15/03/2025
CRM-136685,2024-08-01,James Jennings,Millpond Salvage Ltd,Email,Customer moved to incumbent,Send quote,
CRM-103338,2025-05-23,,CUS-10153,Email,Intro call booked,,
CRM-122871,07/07/2025,Iona Mercer,CUS-10949,Note,,,
CRM-129972,19/07/2025,Anita Mercer,TEM-34978-A,Call,Very happy with RED savings this year,,
CRM-126040,2025-08-19,Jack Sharpe,Yarrow Hotels Co,Note,Waiting on LOA,,2025-09-04
CRM-114833,05/06/2026,Grace Nairn,CUS-10638,Meeting,Intro call booked,,2026-06-29
CRM-133247,2026-06-04,James Brooke,Ullswater Packaging Partners,Email,"No answer, try next week",,
CRM-104284,2024-05-23,,TEM-22458-F,Meeting,Asked when renewal pricing lands,Escalate to AM,
CRM-147696,2024-10-30,Callum Rowntree,Verity Kennels Holdings,Note,,,
CRM-146114,2024-04-10,Kirsty Osei,TEM-57768-E,Meeting,Chased signature,,
CRM-121739,21/03/2026,,CUS-10896,Email,Updated contact details,Send quote,
CRM-121966,14/08/2024,Kirsty Osei,CUS-10907,Task,Sent brochure,,
CRM-145957,2025-01-16,Anita Mercer,CUS-12026,Note,,,
CRM-106031,09/04/2025,Kirsty Osei,,Meeting,Left voicemail,Book meeting,
CRM-119192,2025-06-23,Rhys Doyle,CUS-10771,Email,Broker says customer gone quiet,,
CRM-157184,2025-02-23,James Jennings,CUS-12483,Note,Intro call booked,,
CRM-136643,2025-12-25,James Brooke,MILLPOND SALVAGE,Task,Intro call booked,Escalate to AM,
CRM-132341,05/07/2025,James Jennings,TEM-76239-E,Note,Left voicemail,,2025-07-19
CRM-156360,2025-12-04,Kirsty Pryce,,Email,Very happy with RED savings this year,Send quote,27/12/2025
CRM-108130,2026-02-12,Kirsty Pryce,CUS-10379,Call,Updated contact details,,
CRM-134139,2025-06-27,Kirsty Osei,CUS-11503,Task,Wants multi-site quote for renewal,,
CRM-139176,2025-10-04,Anita Mercer,CUS-11727,Call,Very happy with RED savings this year,,
CRM-120883,06/08/2026,Callum Rowntree,CUS-10862,Email,Waiting on LOA,,
CRM-152308,2026-06-03,Iona Mercer,CUS-12289,Email,Asked when renewal pricing lands,,
CRM-131065,29/10/2025,James Brooke,VANTAGE MILLING PARTNERS,Email,"No answer, try next week",,
CRM-146877,16/04/2025,Nia Wren,,Call,,,
CRM-144586,12/11/2024,Gareth Hansen,TEM-10010-A,Call,Left voicemail,,
CRM-111454,14/06/2026,Amber Doyle,CUS-10519,Call,"No answer, try next week",Send quote,
CRM-105408,29/03/2025,Grace Nairn,CUS-10241,Task,Left voicemail,,
CRM-128357,13/05/2026,Kirsty Osei,CUS-11221,Meeting,Lost on price at renewal,Book meeting,
CRM-146772,2026-03-27,Amber Doyle,CUS-12058,Email,Intro call booked,Escalate to AM,
CRM-131232,14/03/2026,Nia Wren,,Task,Site added to account,,
CRM-107648,2025-02-13,Callum Rowntree,CUS-10345,Email,Updated contact details,Escalate to AM,
CRM-102767,2024-09-24,Kirsty Osei,,Note,Broker says customer gone quiet,,2024-10-19
CRM-113395,2025-11-22,Anita Mercer,TEM-11029-D,Task,Did not respond to renewal outreach,,
CRM-140429,2024-06-01,,TEM-91121-B,Call,Sent brochure,,
CRM-114067,2025-09-03,Aisha Sharpe,TEM-74146-E,Call,Sent brochure,,
CRM-150760,2024-08-23,Grace Nairn,,Call,Updated contact details,,
CRM-125160,10/11/2024,Gareth Hansen,CUS-11078,Call,,,
CRM-113708,07/08/2024,Rhys Doyle,Northgate Marine Co,Call,Updated contact details,,11/08/2024
CRM-110842,2025-07-09,Kirsty Pryce,TEM-67251-B,Call,Waiting on LOA,Book meeting,
CRM-105894,03/11/2025,Kirsty Osei,Cedar Coachworks Ltd,Note,Renewal call went well - decision maker engaged,Escalate to AM,
CRM-129958,06/03/2026,Gareth Hansen,TEM-93749-D,Call,,,
CRM-125078,2025-07-21,Grace Nairn,CUS-11074,Call,Sent brochure,,15/08/2025
CRM-115956,23/05/2026,Rhys Doyle,TEM-43363-A,Email,Left voicemail,,
CRM-148308,19/12/2025,Callum Rowntree,CUS-12098,Email,"No answer, try next week",Follow up,
CRM-156721,25/08/2025,James Brooke,,Task,Chased signature,Send quote,
CRM-151592,2025-02-10,Amber Doyle,CUS-12264,Email,,,2025-02-21
CRM-116568,2024-03-28,,Maplin Bookbinders & Sons,Email,,,
CRM-137101,2026-02-22,Amber Doyle,CUS-11641,Note,"Unhappy about invoice dispute, renewal at risk",Follow up,
CRM-116933,2024-12-14,Anita Mercer,CUS-10706,Email,Sent brochure,Escalate to AM,2024-12-31
CRM-120765,31/08/2026,Kirsty Pryce,,Task,Updated contact details,,
CRM-127233,09/06/2024,Amber Doyle,,Call,Waiting on LOA,Escalate to AM,
CRM-134280,01/07/2026,Iona Mercer,CUS-11513,Email,Left voicemail,,
CRM-128788,2026-07-24,Callum Rowntree,Elmwood Upholstery Partners,Note,Very happy with RED savings this year,,10/08/2026
CRM-107653,2025-07-24,Rhys Doyle,Lowther Logistics & Sons,Task,,,
CRM-100913,2025-05-07,James Brooke,,Task,Site added to account,Book meeting,
CRM-141957,13/04/2026,Gareth Hansen,CUS-11861,Call,Updated contact details,,
CRM-150627,2025-06-23,Amber Doyle,Ravenscar Textiles Holdings,Meeting,Wants multi-site quote for renewal,,
CRM-126647,2025-10-04,James Jennings,Ashcombe Ice Cream Co,Email,Very happy with RED savings this year,,2025-10-07
CRM-131800,28/10/2024,James Jennings,CUS-11381,Note,Sent brochure,Send quote,
CRM-146841,2025-02-14,Anita Mercer,TEM-89530-G,Note,Intro call booked,Send quote,2025-02-21
CRM-111567,05/05/2026,Kirsty Pryce,Kestrel Leisure Limited,Call,Sent brochure,,
CRM-107621,2026-01-27,Amber Doyle,,Task,Waiting on LOA,Send quote,
CRM-110364,2026-06-26,Nia Wren,CUS-10461,Note,Waiting on LOA,,2026-06-30
CRM-149072,2025-08-22,Iona Mercer,Selworthy Garden Limited,Note,,,
CRM-132356,2025-10-05,James Brooke,Redwing Engineering Partners,Task,Left voicemail,,
CRM-124883,2025-01-03,Anita Mercer,CUS-11061,Email,Broker moved book elsewhere,,
CRM-157160,2024-08-21,Kirsty Pryce,TEM-45568-A,Note,"No answer, try next week",,
CRM-124616,26/01/2025,Jack Sharpe,CUS-11051,Meeting,Broker says customer gone quiet,,
CRM-137619,2024-11-04,Callum Rowntree,CUS-11653,Call,Confirmed budget approved for next term,,
CRM-133088,03/08/2026,Grace Nairn,TEM-16264-B,Call,Broker says customer gone quiet,,
CRM-153088,2025-07-04,Gareth Hansen,CUS-12311,Meeting,Chased signature,Book meeting,2025-07-23
CRM-105791,2024-05-13,Jack Sharpe,TEM-15670-C,Call,Very happy with RED savings this year,,
CRM-107654,2024-04-18,,CUS-10345,Meeting,Site added to account,,
CRM-132913,2025-04-20,Gareth Hansen,TEM-31178-A,Email,Site added to account,Book meeting,
CRM-137989,2025-08-11,Aisha Sharpe,TEM-95416-F,Task,Chased signature,,
CRM-142973,2025-02-15,,Ellerton Schools Partners,Meeting,,,2025-03-17
CRM-143792,2026-06-02,Callum Rowntree,TEM-41994-D,Call,"Keen to renew, asked us to send terms",,2026-06-21
CRM-144359,2024-12-20,Kirsty Osei,Marlow Joinery & Sons Ltd,Task,Left voicemail,Escalate to AM,
CRM-122148,2024-11-02,James Jennings,CUS-10919,Call,Renewal call went well - decision maker engaged,Book meeting,
CRM-125981,05/06/2026,Aisha Sharpe,CUS-11104,Note,Waiting on LOA,Book meeting,
CRM-110717,2026-08-20,Amber Doyle,CUS-10487,Task,Broker moved book elsewhere,Book meeting,13/09/2026
CRM-140824,2025-01-19,Iona Mercer,CUS-11808,Call,Intro call booked,,
CRM-111742,10/06/2025,Nia Wren,CUS-10528,Call,Updated contact details,Escalate to AM,
CRM-111747,2026-03-11,Rhys Doyle,,Email,Very happy with RED savings this year,Send quote,
CRM-116884,2024-05-04,,PEMBERLEY FOUNDRY LTD,Note,Left voicemail,,
CRM-110061,2024-10-20,Amber Doyle,CUS-10456,Note,"Keen to renew, asked us to send terms",Send quote,
CRM-135684,12/07/2026,Jack Sharpe,Dunmore Plastics Limited,Email,,,
CRM-103901,2024-05-09,James Brooke,CUS-10169,Email,Broker says customer gone quiet,Send quote,
CRM-127624,2026-03-25,Grace Nairn,,Call,"Price sensitive, wants >10% saving to stay",Follow up,
CRM-117390,2025-03-23,Rhys Doyle,CUS-10725,Call,Very happy with RED savings this year,,
CRM-103585,2025-12-28,Amber Doyle,Yarrow Glassworks Limited,Email,,Escalate to AM,
CRM-135095,11/05/2024,Gareth Hansen,CUS-11557,Email,Intro call booked,,
CRM-111386,2026-06-27,Grace Nairn,CUS-10519,Call,"Unhappy about invoice dispute, renewal at risk",,2026-07-19
CRM-123566,2025-05-19,Kirsty Osei,,Task,"No answer, try next week",,31/05/2025
CRM-107493,2026-02-18,Rhys Doyle,Farrier Motors (UK) Ltd,Note,Updated contact details,,
CRM-110294,01/03/2025,James Jennings,CUS-10459,Call,Renewal call went well - decision maker engaged,,
CRM-115318,24/06/2026,Kirsty Osei,TEM-11536-G,Email,Sent brochure,,
CRM-101329,2025-08-10,,TEM-68503-B,Email,,,
CRM-148982,2024-09-30,Callum Rowntree,TEM-63481-D,Email,Updated contact details,,
CRM-133371,2025-01-23,Amber Doyle,CUS-11475,Task,,Send quote,11/02/2025
CRM-130993,2025-11-16,Grace Nairn,TEM-52996-F,Call,Waiting on LOA,,
CRM-132952,06/08/2024,Kirsty Pryce,CUS-11447,Call,,,
CRM-110407,20/01/2026,Kirsty Osei,TEM-89736-E,Email,Intro call booked,,
CRM-100502,2024-06-26,Amber Doyle,,Meeting,"No answer, try next week",,
CRM-150358,2024-12-01,,CUS-12194,Call,Very happy with RED savings this year,,28/12/2024
CRM-113423,2025-12-10,Jack Sharpe,Stanhope Maltings Group,Email,Left voicemail,,
CRM-148494,2025-05-29,Gareth Hansen,Padstow Timber Co,Call,Sent brochure,,
CRM-155337,2025-05-23,Nia Wren,,Call,Waiting on LOA,Escalate to AM,
CRM-127357,2025-07-25,Jack Sharpe,Quayside Veterinary Ltd,Email,,,
CRM-138714,24/09/2025,Iona Mercer,TEM-90186-F,Email,Sent brochure,,29/09/2025
CRM-113510,19/04/2024,Rhys Doyle,TEM-88411-B,Note,Intro call booked,,
CRM-135608,06/05/2026,Kirsty Pryce,TEM-47818-F,Meeting,Updated contact details,,13/05/2026
CRM-126091,2024-06-05,Callum Rowntree,,Meeting,,,24/06/2024
CRM-110351,2026-05-24,Kirsty Pryce,TEM-92363-F,Task,Chased signature,,2026-06-08
CRM-100892,04/04/2026,Iona Mercer,,Call,"No answer, try next week",Escalate to AM,
CRM-124992,2024-07-15,Gareth Hansen,CUS-11071,Call,"Keen to renew, asked us to send terms",,2024-07-31
CRM-121791,2026-06-27,Nia Wren,CUS-10899,Task,,Follow up,
CRM-152476,2026-05-23,Kirsty Pryce,Atlas Bakehouse Partners,Task,Site added to account,,
CRM-106597,15/12/2024,Anita Mercer,TEM-34529-C,Email,Site added to account,,
CRM-114337,14/03/2025,Aisha Sharpe,TEM-48706-C,Meeting,,Send quote,
CRM-144814,2024-11-04,Nia Wren,Cobalt Hotels & Sons,Call,Updated contact details,,
CRM-149752,27/11/2025,Aisha Sharpe,CUS-12165,Task,Asked when renewal pricing lands,,
CRM-115119,2025-02-20,Rhys Doyle,,Call,Site added to account,Escalate to AM,
CRM-122586,21/04/2024,Aisha Sharpe,,Meeting,,,
CRM-140678,2026-04-14,Kirsty Osei,CUS-11801,Note,Intro call booked,,
CRM-134069,23/08/2024,Gareth Hansen,CUS-11501,Email,Chased signature,,
CRM-140692,22/12/2025,Grace Nairn,CUS-11801,Email,Site added to account,,
CRM-126210,2025-05-30,Amber Doyle,,Email,Chased signature,,
CRM-142578,2024-07-22,Rhys Doyle,TEM-76267-A,Email,Chased signature,,25/07/2024
CRM-134703,08/12/2024,Gareth Hansen,CUS-11533,Email,,,
CRM-152066,02/01/2026,Amber Doyle,Harborne Logistics,Call,Chased signature,Book meeting,18/01/2026
CRM-125175,2024-09-07,Grace Nairn,Torque Distillery Group,Email,"Price sensitive, wants >10% saving to stay",,2024-10-02
CRM-123572,25/08/2025,Jack Sharpe,CUS-10978,Note,Asked when renewal pricing lands,,
CRM-148255,2024-10-17,,Saltmarsh Cold Storage & Sons Ltd,Call,Asked about early exit terms,,
CRM-137103,01/08/2026,,TEM-19151-C,Call,,Follow up,
CRM-132696,2025-12-20,Amber Doyle,TEM-60716-B,Task,Waiting on LOA,Escalate to AM,
CRM-114659,29/11/2024,Kirsty Pryce,CUS-10629,Task,Updated contact details,,
CRM-152498,12/10/2025,Grace Nairn,Atlas Bakehouse Partners,Call,Left voicemail,Send quote,
CRM-119349,20/05/2024,Grace Nairn,CUS-10779,Note,Confirmed budget approved for next term,,26/05/2024
CRM-136544,22/05/2024,James Brooke,,Note,Intro call booked,,
CRM-135566,21/11/2025,Anita Mercer,CUS-11571,Call,"No answer, try next week",Escalate to AM,
CRM-147541,2026-03-08,James Brooke,TEM-72256-F,Call,Waiting on LOA,,
CRM-132461,2026-04-10,Kirsty Osei,JARROW FORGE GROUP,Call,Chased signature,,
CRM-146020,2024-12-12,Aisha Sharpe,Larkspur Restaurants & Sons,Note,Did not respond to renewal outreach,,17/12/2024
CRM-157508,2025-07-16,Jack Sharpe,CUS-12498,Email,Very happy with RED savings this year,,
