site_id,account_ref,site_name,postcode,mpan,product,contract_start,contract_end,eac_kwh,current_unit_rate_p_per_kwh,site_status
S-23058,TEM-52693-D,Ivybridge site 1,S5 7AD,1257927834992,REDzero,18/04/2025,2028-04-17,62500,29.97,Live
S-23059,TEM-66143-B,Saltmarsh site 1,E27 4ND,9579-9073-03486,RED,2026-06-07,07/06/2027,88000,30.28,Live
S-23060,TEM-31427-C,Vantage site 1,N14 3BD,6717128245735,RED,23/04/2024,23 April 2026,660000,22.26,Ended
S-23061,TEM-31427-C,Vantage site 2,E16 8HP,35213476699847,RED,2025-05-23,23-May-26,2100000,20.19,Ended
S-23062,TEM-83086-G,Jarrow site 1,M17 9NP,3663035840693,RED Plus,10/07/2025,2027-07-10,2100000,19.25,Live
S-23063,TEM-91121-B,Bluewater site 1,N3 2BR,5696-1982-57865,RED,2025-06-24,24-Jun-27,480000,28.08,Live
S-23064,TEM-91121-B,Bluewater site 2,L23 5HT,1552460599732,RED Plus,2025-11-25,25 November 2026,42000,28.32,Live
S-23065,TEM-91121-B,Bluewater site 3,E24 4JR,3363-1608-28759,RED Plus,2026-10-29,29 October 2027,42000,18.81,Live
S-23066,TEM-91121-B,Bluewater site 4,N7 1HW,81 1463 0609 309,RED Plus,19/01/2024,2027-01-18,88000,25.45,Live
S-23067,TEM-91121-B,Bluewater site 5,E18 1JT,0248-4762-33928,RED,2023-10-25,24 October 2026,910000,17.71,Live
S-23068,TEM-91121-B,Bluewater site 6,N19 7ET,1107-0638-43363,RED,01/02/2025,01/02/2027,62500,29.99,Live
S-23069,TEM-56009-C,Northgate site 1,M29 3NX,9820-5127-60602,RED,04/05/2025,04-May-26,155000,31.14,Ended
S-23070,TEM-56009-C,Northgate site 2,L8 6BW,0602-7296-43184,RED,2024-05-09,2026-05-09,210000,30.08,Ended
S-23071,TEM-95466-G,Thackery site 1,E21 7JW,2632-8131-92513,RED,24/05/2024,24 May 2027,120000,32.0,Live
S-23072,TEM-32448-A,Saltmarsh site 1,N18 7BT,9245038594463,RED,2024-04-06,06-Apr-25,910000,28.07,Ended
S-23073,TEM-12231-F,Garwood site 1,E21 7EP,7914-8358-87307,RED,09/04/2025,09-Apr-27,155000,17.56,Live
S-23074,TEM-23545-C,Lowther site 1,B29 1EW,0861-5557-72586,RED,05/01/2026,05/01/2028,42000,29.82,Live
S-23075,TEM-23545-C,Lowther site 2,M8 7BT,12 9468 8748 090,RED Plus,18/10/2025,2027-10-18,660000,26.18,Live
S-23076,TEM-18516-E,Whitethorn site 1,M20 2ED,46 9507 7419 845,RED,2024-12-25,25/12/2027,88000,27.32,Live
S-23077,TEM-49123-A,Lowther site 1,S29 6JT,77 8369 1513 679,RED,19/01/2025,19/01/2027,660000,18.46,Live
S-23078,TEM-49123-A,Lowther site 2,E23 3EX,8101289999636,RED Plus,10/09/2024,10/09/2026,480000,29.38,Live
S-23079,TEM-54871-D,Pennine site 1,S12 3EW,5523177270393,RED,23/08/2024,2027-08-23,120000,31.71,Live
S-23080,TEM-54871-D,Pennine site 2,N4 6NP,89 7853 1508 057,RED,2025-04-22,21/04/2028,910000,25.95,Live
S-23081,TEM-83323-A,Umberside site 1,L15 3JT,28 3220 5081 484,REDzero,2026-01-24,2028-01-24,155000,22.39,Live
S-23082,TEM-62212-F,Wrenfield site 1,G22 5AX,18 9833 5053 263,RED,2025-10-20,20-Oct-26,155000,18.98,Live
S-23083,TEM-12154-F,Saltmarsh site 1,N27 5HT,63 9927 3132 904,RED Plus,2024-12-07,07 December 2027,88000,31.36,Live
S-23084,TEM-12154-F,Saltmarsh site 2,N27 2AX,2110-4776-16814,RED,2023-10-04,03 October 2026,910000,19.51,Live
S-23085,TEM-71324-D,Cedar site 1,M21 9NP,62 6141 4892 351,REDzero,15/12/2024,2027-12-15,910000,17.76,Live
S-23086,TEM-71324-D,Cedar site 2,S28 3AT,5377-5036-85868,RED,10/09/2025,10 September 2026,660000,22.59,Live
S-23087,TEM-58990-G,Kestrel site 1,G14 9AR,31 5217 9839 900,REDzero,14/10/2023,13/10/2026,155000,25.6,Live
S-23088,TEM-67599-D,Cranleigh site 1,B15 9ND,1124204732919,RED,08/09/2024,08 September 2025,88000,24.91,Ended
S-23089,TEM-71340-F,Applegarth site 1,E7 5AW,6404013872936,RED,2025-08-08,2027-08-08,42000,29.98,Live
S-23090,TEM-71340-F,Applegarth site 2,G23 6HT,95 3415 2299 941,RED,2026-04-05,05/04/2027,88000,22.92,Live
S-23091,TEM-71340-F,Applegarth site 3,B14 3EW,36 7407 3113 733,REDzero,2025-03-06,05-Mar-28,910000,21.64,Live
S-23092,TEM-44159-C,Atlas site 1,B20 6AX,7713128587634,RED,2026-12-31,31/12/2027,2100000,30.79,Live
S-23093,TEM-44159-C,Atlas site 2,S24 8BR,7058688628001,RED,08/05/2027,2028-05-07,210000,25.52,Live
S-23094,TEM-44159-C,Atlas site 3,S12 1EP,38 7330 1204 873,REDzero,2024-12-19,19-Dec-26,910000,27.92,Live
S-23095,TEM-36470-F,Caldwell site 1,N3 3ET,03 9087 6082 707,RED Plus,2024-09-02,02-Sep-27,62500,20.01,Live
S-23096,TEM-30694-F,Larkspur site 1,G25 2AW,14235569236497,RED,23/02/2025,23 February 2027,1250000,18.84,Live
S-23097,TEM-30694-F,Larkspur site 2,E17 6AW,88 0500 0800 905,RED,30/12/2024,30-Dec-27,910000,31.28,Live
S-23098,TEM-30694-F,Larkspur site 3,B30 4NX,09 3668 7837 368,RED,2024-12-01,01/12/2026,1250000,30.97,Live
S-23099,TEM-30694-F,Larkspur site 4,B26 9BP,14 0537 2750 835,RED,2025-12-10,10 December 2026,910000,29.24,Live
S-23100,TEM-99110-C,Garwood site 1,M2 4ED,1270901250293,RED,2023-12-12,2024-12-11,120000,27.2,Ended
S-23101,TEM-99110-C,Garwood site 2,S6 3BT,9891-9522-48136,RED,2024-07-22,22/07/2025,155000,19.37,Ended
S-23102,TEM-99110-C,Garwood site 3,L15 4NW,7103054390412,REDzero,2024-12-16,16/12/2025,210000,21.75,Ended
S-23103,TEM-47829-B,Larkspur site 1,M6 8HT,2611-0515-46897,RED,2025-12-11,11-Dec-27,2100000,31.65,Live
S-23104,TEM-93400-E,Selworthy site 1,G15 5JW,03 1844 7248 455,RED,2024-09-18,18/09/2027,480000,26.49,Live
S-23105,TEM-67042-F,Merrivale site 1,B24 8HR,33 8993 1782 984,RED,15/10/2025,15/10/2026,2100000,30.45,Live
S-23106,TEM-67042-F,Merrivale site 2,S21 1EW,2200-9615-56305,RED,2027-04-17,2028-04-16,155000,23.36,Live
S-23107,TEM-18023-C,Pemberley site 1,L13 5JR,91 3981 9990 859,RED Plus,03/12/2025,03/12/2026,660000,28.61,Live
S-23108,TEM-18023-C,Pemberley site 2,E26 4AT,8921653446847,RED,31/07/2025,31 July 2027,210000,24.59,Live
S-23109,TEM-18023-C,Pemberley site 3,S5 8BD,8323153290718,RED,2026-03-07,06 March 2028,42000,25.18,Live
S-23110,TEM-18023-C,Pemberley site 4,L11 5BR,9967-2425-74549,RED Plus,2024-01-11,10 January 2027,480000,23.51,Live
S-23111,TEM-18023-C,Pemberley site 5,N7 6AP,6004310931243,RED,2027-04-26,25 April 2028,210000,21.54,Live
S-23112,TEM-18023-C,Pemberley site 6,S17 8ER,1972078869235,RED Plus,2026-03-05,05 March 2027,2100000,30.0,Live
S-23113,TEM-85075-F,Quayside site 1,L25 3AT,83 8293 4345 728,RED,2025-12-23,23-Dec-26,210000,32.12,Live
S-23114,TEM-85075-F,Quayside site 2,S21 2AP,28 1863 0660 959,REDzero,2026-10-27,27/10/2027,480000,21.99,Live
S-23115,TEM-93265-E,Ravenscar site 1,E13 4BX,97 4623 5678 917,RED,2026-03-23,23-Mar-27,480000,30.89,Live
S-23116,TEM-93265-E,Ravenscar site 2,G11 1ED,23 7041 8245 970,RED Plus,2024-11-04,04 November 2026,88000,21.88,Live
S-23117,TEM-93265-E,Ravenscar site 3,M5 5HD,2987932968490,RED,2023-09-06,2026-09-05,155000,31.12,Live
S-23118,TEM-93265-E,Ravenscar site 4,B25 4HP,3034-1774-63017,REDzero,2026-02-10,10-Feb-28,2100000,25.72,Live
S-23119,TEM-93265-E,Ravenscar site 5,L3 3EX,8951989275866,REDzero,27/07/2026,2027-07-27,210000,20.92,Live
S-23120,TEM-93265-E,Ravenscar site 6,L17 8EX,25 9946 9172 221,RED,2026-01-16,16/01/2027,155000,28.21,Live
S-23121,TEM-78761-B,Zephyr site 1,S17 5JD,3615-9927-19367,RED Plus,09/03/2025,09/03/2027,42000,23.65,Live
S-23122,TEM-52041-F,Thackery site 1,N23 1JD,4203034918843,REDzero,2022-06-19,18 June 2025,1250000,24.15,Ended
S-23123,TEM-10897-C,Ullswater site 1,G11 5HT,9300-9109-72495,RED,01/04/2025,31-Mar-28,1250000,31.63,Live
S-23124,TEM-80702-E,Quarrington site 1,B4 5AX,9314084355238,RED,2023-11-30,29 November 2026,210000,24.48,Live
S-23125,TEM-80702-E,Quarrington site 2,E30 3EW,6882-1810-45451,RED Plus,2025-10-25,25 October 2026,1250000,22.03,Live
S-23126,TEM-85717-G,Garwood site 1,S21 9JW,0171356725642,RED,2024-09-11,11/09/2026,62500,18.88,Live
S-23127,TEM-25895-D,Ullswater site 1,L25 2HD,09 9871 6160 965,REDzero,10/12/2024,2027-12-10,62500,25.66,Live
S-23128,TEM-98824-C,Orchard site 1,M29 4HW,47 2736 5904 304,RED,22/04/2024,22/04/2027,210000,29.16,Live
S-23129,TEM-98824-C,Orchard site 2,L10 6NT,2276161586375,RED,10/08/2025,10 August 2026,42000,18.99,OOC
S-23130,TEM-83344-B,Fernhill site 1,S25 6AW,6678178579608,RED,29/02/2024,2027-02-28,340000,28.89,Live
S-23131,TEM-83344-B,Fernhill site 2,L30 5HP,9134652737393,RED Plus,2025-12-30,30/12/2027,62500,20.72,Live
S-23132,TEM-49828-F,Yewtree site 1,S1 8AD,5225133439842,REDzero,26/09/2025,26-Sep-27,910000,24.85,Live
S-23133,TEM-49828-F,Yewtree site 2,S2 3BP,2137400094102,RED,2026-05-19,19-May-27,210000,23.39,Live
S-23134,TEM-49828-F,Yewtree site 3,S24 8JR,6155715254209,REDzero,19/06/2025,2027-06-19,1250000,27.56,Live
S-23135,TEM-58307-A,Merrivale site 1,N25 4JT,76 9203 3175 973,RED,2025-03-17,2027-03-17,155000,19.57,Live
S-23136,TEM-55034-C,Gilded site 1,B26 6HR,61 6803 5218 039,RED,2026-05-02,02 May 2027,480000,25.91,Live
S-23137,TEM-19027-E,Eastbrook site 1,N11 8ET,5426-7288-07032,RED,2023-02-21,20-Feb-26,88000,25.31,Ended
S-23138,TEM-19027-E,Eastbrook site 2,E2 5BT,5048-9362-47888,RED,2024-03-03,03 March 2025,2100000,23.21,Ended
S-23139,TEM-19027-E,Eastbrook site 3,S5 9HR,6349-5027-59096,REDzero,2023-04-13,12/04/2025,210000,30.35,Ended
S-23140,TEM-52363-B,Tanfield site 1,S4 3ND,3277-2066-39667,REDzero,2027-04-11,10-Apr-28,910000,26.71,Live
S-23141,TEM-52363-B,Tanfield site 2,N28 2BX,7586-3979-13448,RED,04/12/2026,04-Dec-27,62500,23.87,Live
S-23142,TEM-52363-B,Tanfield site 3,N30 7JD,60 7190 4024 328,RED,24/04/2025,2028-04-23,42000,29.4,Live
S-23143,TEM-52363-B,Tanfield site 4,M12 3ED,13 4116 9763 827,RED,29/09/2025,29 September 2027,155000,18.96,Live
S-23144,TEM-35498-C,Ashcombe site 1,M7 7JW,14 3715 9614 792,REDzero,31/03/2027,30/03/2028,1250000,22.83,Live
S-23145,TEM-35498-C,Ashcombe site 2,B14 2BR,5337-8572-13388,RED,2025-02-21,21/02/2027,660000,26.24,Live
S-23146,TEM-64981-C,Farrier site 1,S5 3HP,83 7754 2876 903,REDzero,07/01/2023,06/01/2026,42000,29.63,Ended
S-23147,TEM-66329-B,Ullswater site 1,S13 5AP,1236-3033-39640,RED Plus,29/10/2025,29-Oct-27,480000,24.62,Live
S-23148,TEM-53077-G,Zetland site 1,S27 5ND,1715461198241,REDzero,2024-03-20,2027-03-20,340000,20.51,Live
S-23149,TEM-16198-G,Lighthouse site 1,M1 2JP,6664-1338-11433,RED,14/02/2025,14 February 2028,340000,22.03,Live
S-23150,TEM-62410-G,Exmoor site 1,S27 5NX,27 4523 6894 992,RED,08/06/2025,2027-06-08,660000,21.63,Live
S-23151,TEM-87083-B,Quayside site 1,G1 8JW,1191114395556,RED Plus,2023-11-22,21/11/2025,480000,18.82,Ended
S-23152,TEM-21926-F,Torque site 1,E30 1AR,3470666904999,RED Plus,2024-05-01,01/05/2027,155000,29.85,Live
S-23153,TEM-13761-F,Orchard site 1,M2 9BW,2827-0920-02216,RED,2026-07-14,2027-07-14,480000,22.7,Live
S-23154,TEM-44301-C,Ashcombe site 1,L9 4NP,1334073668160,REDzero,2023-08-29,28-Aug-25,88000,23.12,Ended
S-23155,TEM-44301-C,Ashcombe site 2,G6 7AX,7722-5297-66500,RED,2023-10-27,26/10/2024,120000,18.06,Ended
S-23156,TEM-68537-A,Orchard site 1,B14 3ED,6559-5640-52649,RED,2022-05-03,02/05/2025,42000,30.68,Ended
S-23157,TEM-49645-F,Wrenfield site 1,B15 2BW,6231-7264-89695,RED,09/05/2027,08 May 2028,2100000,29.24,Live
S-23158,TEM-21519-G,Exmoor site 1,G30 3AW,5464926075184,RED,10/11/2023,09/11/2026,660000,30.3,Live
S-23159,TEM-42963-B,Lighthouse site 1,N12 9ER,3289-7298-10074,RED,2026-02-04,04/02/2028,1250000,18.98,Live
S-23160,TEM-32426-F,Verity site 1,B15 4AW,9310-3294-74859,RED Plus,29/01/2025,29-Jan-27,660000,17.77,Live
S-23161,TEM-60843-D,Cranleigh site 1,G3 9EW,6367-3152-30710,RED,28/02/2024,27 February 2027,480000,29.85,Live
S-23162,TEM-60843-D,Cranleigh site 2,S26 6JW,3763834958499,RED Plus,2027-05-26,25/05/2028,120000,23.09,Live
S-23163,TEM-60843-D,Cranleigh site 3,G24 7BP,0945-2671-80673,RED,2024-07-26,26 July 2027,2100000,18.06,Live
S-23164,TEM-60843-D,Cranleigh site 4,M27 1AW,31 9175 3938 295,RED Plus,06/08/2024,06-Aug-26,480000,30.58,OOC
S-23165,TEM-60843-D,Cranleigh site 5,L18 4JD,60 5447 7246 356,REDzero,04/01/2025,2027-01-04,210000,26.29,Live
S-23166,TEM-60843-D,Cranleigh site 6,B24 6EX,21 7013 4348 424,RED,16/10/2026,16/10/2027,2100000,23.3,Live
S-23167,TEM-20680-B,Cobalt site 1,B2 2JP,9092-1499-34509,RED,15/11/2024,15-Nov-27,1250000,22.26,Live
S-23168,TEM-13489-B,Westcliff site 1,N15 2AT,7023-9706-76932,RED,29/08/2025,29 August 2027,910000,19.51,Live
S-23169,TEM-44386-D,Marlow site 1,N16 6NW,5463501902054,RED,2026-03-31,30 March 2028,660000,25.89,Live
S-23170,TEM-39701-C,Hollybush site 1,E12 4HW,0486038432986,REDzero,15/12/2022,2025-12-14,340000,27.78,Ended
S-23171,TEM-81861-F,Lighthouse site 1,M22 4EP,5853798572388,RED,2025-04-09,2028-04-08,155000,19.39,Live
S-23172,TEM-93744-D,Foxglove site 1,E13 1BT,52 6732 8432 986,REDzero,2026-05-07,2027-05-07,660000,19.18,Live
S-23173,TEM-32542-F,Lighthouse site 1,B29 9JW,1782808835654,REDzero,05/10/2023,04-Oct-26,88000,29.91,Live
S-23174,TEM-11400-A,Birchmoor site 1,S11 1AT,2331192734055,RED,2025-06-06,2027-06-06,42000,17.61,Live
S-23175,TEM-11400-A,Birchmoor site 2,M18 3JD,7334041010976,RED,16/10/2025,16/10/2026,1250000,29.11,Live
S-23176,TEM-99079-C,Kingsmead site 1,G11 1BR,9632-8899-81797,RED,2025-06-29,29 June 2027,88000,22.63,Live
S-23177,TEM-99079-C,Kingsmead site 2,M17 6AP,6732-1857-36939,REDzero,2024-03-29,29/03/2027,210000,25.63,Live
S-23178,TEM-99079-C,Kingsmead site 3,G2 2HX,26 0717 7474 490,RED,2025-09-25,25-Sep-27,660000,26.57,Live
S-23179,TEM-99079-C,Kingsmead site 4,N18 4AT,388055164848,RED Plus,17/12/2024,17/12/2026,660000,31.96,Live
S-23180,TEM-21474-G,Quayside site 1,S12 8JT,1247165208010,RED,01/04/2023,31 March 2025,210000,26.62,Ended
S-23181,TEM-21474-G,Quayside site 2,L16 2HD,0935-7920-17772,RED,23/09/2022,2025-09-22,1250000,20.97,Ended
S-23182,TEM-25595-A,Tredegar site 1,N29 2JR,46 5481 9323 300,RED,2022-08-06,05 August 2025,62500,23.49,Ended
S-23183,TEM-22679-G,Jarrow site 1,E18 9JW,7719-8114-20777,RED,2025-03-13,13 March 2027,660000,22.57,Live
S-23184,TEM-66354-F,Kingsmead site 1,E9 4AT,8013189380455,RED,2025-03-29,28 March 2028,2100000,21.46,Live
S-23185,TEM-66354-F,Kingsmead site 2,N12 4ER,16 6509 7074 460,RED,2025-01-11,11/01/2027,88000,27.39,Live
S-23186,TEM-44601-D,Padstow site 1,G27 3JT,41 4667 4252 100,REDzero,2025-06-01,01/06/2026,42000,22.32,Ended
S-23187,TEM-63472-F,Hollybush site 1,G15 5NX,1694741672104,RED,2024-06-06,2027-06-06,62500,29.05,Live
S-23188,TEM-59626-C,Maplin site 1,E29 2BR,3773838424636,RED,16/08/2026,16-Aug-27,155000,19.6,Live
S-23189,TEM-88127-D,Padstow site 1,E5 9NT,2797-4576-53282,RED Plus,18/03/2024,18 March 2027,88000,18.76,Live
S-23190,TEM-76954-F,Farrier site 1,E24 7EX,5154808236920,RED Plus,2026-01-02,02-Jan-27,910000,29.5,Live
S-23191,TEM-76954-F,Farrier site 2,L2 1BX,2177989562170,RED,2024-11-02,2027-11-02,62500,29.94,Live
S-23192,TEM-76954-F,Farrier site 3,S1 2HP,5716772739836,RED Plus,03/02/2025,03/02/2027,1250000,31.95,Live
S-23193,TEM-76954-F,Farrier site 4,B12 7NW,65 0060 0576 794,RED,2024-10-09,2026-10-09,155000,24.4,Live
S-23194,TEM-76954-F,Farrier site 5,L6 7NW,0203081072262,RED Plus,2024-06-02,02 June 2027,1250000,28.67,Live
S-23195,TEM-76954-F,Farrier site 6,L25 5ED,07 3823 7500 444,RED,2023-09-18,17/09/2026,210000,27.04,Live
S-23196,TEM-57585-B,Ottershaw site 1,G10 6BT,6324462832760,RED,2027-04-09,08-Apr-28,340000,30.45,Live
S-23197,TEM-57585-B,Ottershaw site 2,S5 1HW,1457991981295,REDzero,2025-04-07,07-Apr-27,210000,24.1,Live
S-23198,TEM-57585-B,Ottershaw site 3,N11 2JR,8577563954863,RED,2023-09-21,20/09/2026,1250000,28.48,Live
S-23199,TEM-94828-C,Wrenfield site 1,M25 7BT,41 1797 2517 645,RED,22/10/2023,21-Oct-24,88000,21.71,Ended
S-23200,TEM-12612-F,Ullswater site 1,G1 1BW,01 2055 2742 032,REDzero,05/04/2024,05/04/2027,210000,31.99,Live
S-23201,TEM-28503-F,Summerton site 1,S14 3ED,6480004986631,RED Plus,2024-04-13,13 April 2027,42000,27.63,Live
S-23202,TEM-43196-B,Ravenscar site 1,B18 1EX,1618863291655,RED,2027-02-09,09/02/2028,155000,19.76,Live
S-23203,TEM-61034-C,Foxglove site 1,E13 7JD,55 2311 7036 656,RED Plus,03/05/2025,2027-05-03,480000,18.21,Live
S-23204,TEM-76424-D,Atlas site 1,N14 1NP,8109680916125,RED,2025-11-29,29/11/2027,210000,23.6,Live
S-23205,TEM-76424-D,Atlas site 2,E26 5JP,4398436079434,RED,2025-01-12,12-Jan-28,42000,29.25,Live
S-23206,TEM-55141-G,Farrier site 1,L6 4JP,0845-7260-48654,RED Plus,11/01/2025,2027-01-11,210000,18.92,Live
S-23207,TEM-55141-G,Farrier site 2,S9 1BT,5762-1830-92057,RED,24/10/2024,2027-10-24,120000,27.26,Live
S-23208,TEM-36673-G,Gilded site 1,N23 7AR,1211-6754-72759,RED,18/10/2023,17 October 2026,42000,18.83,Live
S-23209,TEM-36673-G,Gilded site 2,M29 1HW,8043289027804,RED Plus,01/06/2026,01 June 2027,62500,27.92,Live
S-23210,TEM-76267-A,Zephyr site 1,E16 9JP,1858954337571,RED,26/07/2025,26 July 2027,2100000,32.39,Live
S-23211,TEM-76267-A,Zephyr site 2,L28 8EP,14 1170 8199 941,REDzero,2025-11-26,26/11/2027,210000,30.23,Live
S-23212,TEM-79283-A,Kelbrook site 1,S28 8EW,84 7082 2584 403,REDzero,01/04/2024,2027-04-01,2100000,22.55,Live
S-23213,TEM-79283-A,Kelbrook site 2,S5 5NP,29 3453 0201 420,RED Plus,2026-07-09,2027-07-09,88000,18.07,Live
S-23214,TEM-79283-A,Kelbrook site 3,M7 5NR,3906-7860-20726,REDzero,18/04/2024,18 April 2027,1250000,29.44,Live
S-23215,TEM-79283-A,Kelbrook site 4,E7 6ET,0980355545922,REDzero,20/03/2026,2028-03-19,155000,32.44,Live
S-23216,TEM-91381-F,Cobalt site 1,G16 7BD,49 8428 5819 377,RED,09/10/2025,2027-10-09,42000,24.42,Live
S-23217,TEM-71001-A,Verity site 1,E7 1JD,80 5417 1287 800,RED Plus,2027-05-30,29-May-28,88000,25.68,Live
S-23218,TEM-98057-E,Pemberley site 1,N9 2ND,27 4930 9866 131,REDzero,07/01/2026,2027-01-07,88000,32.25,Live
S-23219,TEM-53567-F,Millpond site 1,L7 8BP,5180984304989,RED,2025-06-23,23-Jun-27,480000,25.64,Live
S-23220,TEM-53567-F,Millpond site 2,L8 4EW,5154506058592,REDzero,2026-08-29,29/08/2027,910000,19.34,Live
S-23221,TEM-87650-E,Verity site 1,B3 7NW,5260908147811,RED Plus,26/04/2026,2027-04-26,42000,22.94,Live
S-23222,TEM-15941-D,Stanhope site 1,G30 8BP,1170864671959,REDzero,2023-09-10,2026-09-09,1250000,21.34,Live
S-23223,TEM-53726-E,Ellerton site 1,L17 2BT,5813473071798,RED,14/11/2024,14-Nov-26,210000,21.8,Live
S-23224,TEM-53726-E,Ellerton site 2,L1 4BX,4107-4646-39429,RED,2026-03-23,22/03/2028,480000,23.07,Live
S-23225,TEM-71701-E,Ravenscar site 1,B14 1AX,8715-3982-05461,RED Plus,2025-02-27,27/02/2028,42000,29.97,Live
S-23226,TEM-46830-D,Saltmarsh site 1,S16 4ER,7595123323132,RED,20/11/2025,20-Nov-27,340000,26.33,Live
S-23227,TEM-11664-A,Tanfield site 1,B10 2JX,2675541646748,RED Plus,29/04/2025,28 April 2028,42000,31.46,Live
S-23228,TEM-37130-F,Maplin site 1,L13 4ER,90 2874 7354 560,RED,2025-04-17,16 April 2028,660000,30.04,Live
S-23229,TEM-10395-C,Hatherley site 1,E21 3AT,06 9140 3976 507,RED,11/11/2024,11-Nov-27,42000,27.33,Live
S-23230,TEM-60061-D,Redwing site 1,M10 5AP,46 7148 7177 970,RED Plus,29/07/2025,29/07/2027,42000,29.61,Live
S-23231,TEM-60061-D,Redwing site 2,L6 7BP,84 3312 4526 935,RED,2027-02-08,08-Feb-28,660000,19.74,Live
S-23232,TEM-60061-D,Redwing site 3,L12 9NT,9128-9145-76532,RED Plus,19/02/2025,19-Feb-28,155000,22.65,Live
S-23233,TEM-60061-D,Redwing site 4,E21 9AT,0976-8636-43971,RED,2025-03-07,07 March 2027,88000,17.56,Live
S-23234,TEM-46707-F,Oakhurst site 1,G27 2JX,8533347579756,REDzero,2024-07-21,2027-07-21,155000,29.82,Live
S-23235,TEM-56184-B,Quayside site 1,E3 7ER,02 5031 0206 341,REDzero,09/10/2025,2027-10-09,88000,25.16,Live
S-23236,TEM-82421-F,Cobalt site 1,S29 5BX,27 2397 5962 993,RED,2026-03-21,21/03/2027,910000,26.62,Live
S-23237,TEM-90621-B,Ingleby site 1,G1 2BW,7325064591996,RED,2026-04-30,29 April 2028,210000,31.34,Live
S-23238,TEM-27158-A,Bramble site 1,G6 6BP,7209629420114,RED,2024-01-27,26-Jan-27,155000,23.95,Live
S-23239,TEM-78863-F,Rosedale site 1,N2 6NX,0400-9244-50863,REDzero,15/02/2025,15-Feb-26,660000,27.67,Ended
S-23240,TEM-78863-F,Rosedale site 2,G4 8JP,5283609202601,RED,2025-01-27,2026-01-27,910000,21.19,Ended
S-23241,TEM-72468-C,Kelbrook site 1,B13 7JX,89370536082817,RED,28/02/2027,28-Feb-28,660000,21.46,Live
S-23242,TEM-30073-A,Westcliff site 1,L18 4NP,76 7202 2010 203,RED,10/10/2021,2024-10-09,120000,24.54,Ended
S-23243,TEM-51832-G,Ivybridge site 1,N15 5NW,6522023930111,RED Plus,06/09/2025,06 September 2027,910000,26.7,Live
S-23244,TEM-51832-G,Ivybridge site 2,L9 3JP,1605601483728,RED,01/03/2025,01-Mar-27,210000,18.29,Live
S-23245,TEM-51832-G,Ivybridge site 3,E30 8ND,9797342016698,RED,2025-08-03,03/08/2027,62500,32.21,Live
S-23246,TEM-60082-F,Hollybush site 1,B20 7BD,7400687922742,RED,2026-03-10,2027-03-10,88000,20.11,Live
S-23247,TEM-44188-G,Silverbeck site 1,E16 5HW,36 7586 2712 831,RED Plus,04/03/2027,03/03/2028,88000,20.06,Live
S-23248,TEM-55069-B,Vantage site 1,B12 4BX,6494-5465-32856,RED Plus,27/03/2026,26/03/2028,480000,19.77,Live
S-23249,TEM-36328-A,Padstow site 1,B11 9EW,29 9517 8041 652,RED,2025-10-07,07-Oct-27,910000,26.15,Live
S-23250,TEM-59575-C,Nettlebed site 1,E28 2NX,0456970828345,RED Plus,16/03/2026,2027-03-16,62500,21.34,Live
S-23251,TEM-46930-F,Tanfield site 1,L21 6ND,2291374979007,RED Plus,24/11/2024,24/11/2027,62500,24.31,Live
S-23252,TEM-46930-F,Tanfield site 2,M20 3BP,6345022782660,REDzero,2024-11-15,2026-11-15,340000,28.67,Live
S-23253,TEM-95776-F,Zetland site 1,G23 8JW,72 9609 2661 120,RED,02/01/2024,2027-01-01,120000,21.68,Live
S-23254,TEM-95776-F,Zetland site 2,L22 2BP,4898-3615-76268,RED,2025-06-03,2028-06-02,2100000,19.15,Live
S-23255,TEM-82019-E,Saltmarsh site 1,M23 5BP,06 4582 6068 311,RED,2025-08-06,06 August 2027,62500,26.22,Live
S-23256,TEM-82019-E,Saltmarsh site 2,E2 4ED,1260-2536-63527,RED,08/04/2027,2028-04-07,155000,30.34,Live
S-23257,TEM-82019-E,Saltmarsh site 3,L27 8BR,21 5807 9668 363,RED,15/02/2025,15 February 2027,155000,30.97,Live
S-23258,TEM-82019-E,Saltmarsh site 4,L20 2ER,3068215431603,RED,2027-01-26,26 January 2028,62500,26.57,Live
S-23259,TEM-38037-G,Torque site 1,N9 2JD,4202538748458,RED,2025-01-03,03-Jan-28,210000,25.18,Live
S-23260,TEM-38037-G,Torque site 2,L29 1HR,41 4231 2947 627,RED Plus,04/12/2025,04/12/2027,480000,22.31,Live
S-23261,TEM-50778-A,Orchard site 1,S28 7BD,0831-2848-41875,RED,24/11/2026,24 November 2027,120000,20.81,Live
S-23262,TEM-73057-F,Vantage site 1,E22 3JR,0853076667693,RED,2025-10-29,29-Oct-27,42000,32.02,Live
S-23263,TEM-11681-E,Silverbeck site 1,L28 1BW,01 8377 4053 653,RED,2024-01-01,31 December 2025,2100000,27.4,Ended
S-23264,TEM-32432-C,Summerton site 1,N22 1JP,21 1881 2847 118,RED Plus,2022-11-07,06-Nov-24,155000,21.47,Ended
S-23265,TEM-88039-G,Ingleby site 1,N17 3JW,1403468618066,REDzero,2027-01-11,11-Jan-28,660000,23.44,Live
S-23266,TEM-51906-E,Birchmoor site 1,L8 4AD,5790-0976-53107,REDzero,14/02/2022,13 February 2025,2100000,21.72,Ended
